Row_Number,Artist_01,Artist_01_Tags,Artist_02,Artist_02_Tags,Song_Title,Collaboration_Status,Release_Year,Region,MB_Rating_Value,MB_Rating_Votes,Peak_Chart_Position,embedding,
112,Halsey,"alternative pop, alternative r&b, alternative rock, contemporary r&b, electropop, indie pop",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Hands,Failure,2016.0,US,,,,
113,Cardi B,"alternative pop, east coast hip hop, hardcore hip hop, hip hop, pop, pop rap",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Pick It Up,Success,2025.0,US,,,,
114,Cardi B,"alternative pop, east coast hip hop, hardcore hip hop, hip hop, pop, pop rap",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Taki Taki,Success,2018.0,US,,,,
115,Coldplay,"alternative rock, art pop, britpop, dream pop, piano rock, pop",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Let Somebody Go,Success,2021.0,UK,,,,
116,Imagine Dragons,"alternative pop, alternative rock, electropop, indie pop, indietronica, pop",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Hands,Failure,2016.0,US,,,,
117,Marshmello,"edm, future bass, hip hop, progressive house, trap edm",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Wolves,Success,2017.0,US,,,,
118,Marshmello,"edm, future bass, hip hop, progressive house, trap edm",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Boneless Wolves Don't Know Sweet Dreams (DJs From Mars club Bootleg),Failure,2018.0,US,,,,
119,Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",Zedd,"bass house, club, complextro, dance, dance-pop, deep house",I Want You to Know,Success,2015.0,US,,,,
120,Kygo,"dance, deep house, downtempo, edm, electronica, house",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",It Ain’t Me,Success,2017.0,Europe,,,,
121,Kygo,"dance, deep house, downtempo, edm, electronica, house",Selena Gomez,"alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop",It Ain't Me,Failure,2017.0,Europe,,,,
