Artist_01,Artist_02
Marshmello,Nicky Jam
Marshmello,BTS
Marshmello,BLACKPINK
Marshmello,Stray Kids
Marshmello,Kacey Musgraves
Marshmello,Maren Morris
Marshmello,Sam Smith
Marshmello,Ellie Goulding
Marshmello,Rita Ora
Zedd,Kygo
Zedd,Avicii
Zedd,Diplo
Zedd,Skrillex
Zedd,Martin Garrix
Zedd,Bad Bunny
Zedd,J Balvin
Zedd,Shakira
Zedd,Daddy Yankee
Zedd,Ozuna
Zedd,Maluma
Zedd,Karol G
Zedd,Luis Fonsi
Zedd,Nicky Jam
Zedd,BTS
Zedd,BLACKPINK
Zedd,Stray Kids
Zedd,Kacey Musgraves
Zedd,Maren Morris
Zedd,Sam Smith
Zedd,Ellie Goulding
Zedd,Rita Ora
Kygo,Avicii
Kygo,Diplo
Kygo,Skrillex
Kygo,Martin Garrix
Kygo,Bad Bunny
Kygo,J Balvin
Kygo,Shakira
Kygo,Daddy Yankee
Kygo,Ozuna
Kygo,Maluma
Kygo,Karol G
Kygo,Luis Fonsi
Kygo,Nicky Jam
Kygo,BTS
Kygo,BLACKPINK
Kygo,Stray Kids
Kygo,Kacey Musgraves
Kygo,Maren Morris
Kygo,Sam Smith
Kygo,Ellie Goulding
Kygo,Rita Ora
Avicii,Diplo
Avicii,Skrillex
Avicii,Martin Garrix
Avicii,Bad Bunny
Avicii,J Balvin
Avicii,Shakira
Avicii,Daddy Yankee
Avicii,Ozuna
Avicii,Maluma
Avicii,Karol G
Avicii,Luis Fonsi
Avicii,Nicky Jam
Avicii,BTS
Avicii,BLACKPINK
Avicii,Stray Kids
Avicii,Kacey Musgraves
Avicii,Maren Morris
Avicii,Sam Smith
Avicii,Ellie Goulding
Avicii,Rita Ora
Diplo,Skrillex
Diplo,Martin Garrix
Diplo,Bad Bunny
Diplo,J Balvin
Diplo,Shakira
Diplo,Daddy Yankee
Diplo,Ozuna
Diplo,Maluma
Diplo,Karol G
Diplo,Luis Fonsi
Diplo,Nicky Jam
Diplo,BTS
Diplo,BLACKPINK
Diplo,Stray Kids
Diplo,Kacey Musgraves
Diplo,Maren Morris
Diplo,Sam Smith
Diplo,Ellie Goulding
Diplo,Rita Ora
Skrillex,Martin Garrix
Skrillex,Bad Bunny
Skrillex,J Balvin
Skrillex,Shakira
Skrillex,Daddy Yankee
Skrillex,Ozuna
Skrillex,Maluma
Skrillex,Karol G
Skrillex,Luis Fonsi
Skrillex,Nicky Jam
Skrillex,BTS
Skrillex,BLACKPINK
Skrillex,Stray Kids
Skrillex,Kacey Musgraves
Skrillex,Maren Morris
Skrillex,Sam Smith
Skrillex,Ellie Goulding
Skrillex,Rita Ora
Martin Garrix,Bad Bunny
Martin Garrix,J Balvin
Martin Garrix,Shakira
Martin Garrix,Daddy Yankee
Martin Garrix,Ozuna
Martin Garrix,Maluma
Martin Garrix,Karol G
Martin Garrix,Luis Fonsi
Martin Garrix,Nicky Jam
Martin Garrix,BTS
Martin Garrix,BLACKPINK
Martin Garrix,Stray Kids
Martin Garrix,Kacey Musgraves
Martin Garrix,Maren Morris
Martin Garrix,Sam Smith
Martin Garrix,Ellie Goulding
Martin Garrix,Rita Ora
Bad Bunny,J Balvin
Bad Bunny,Shakira
Bad Bunny,Daddy Yankee
Bad Bunny,Ozuna
Bad Bunny,Maluma
Bad Bunny,Karol G
Bad Bunny,Luis Fonsi
Bad Bunny,Nicky Jam
Bad Bunny,BTS
Bad Bunny,BLACKPINK
Bad Bunny,Stray Kids
Bad Bunny,Kacey Musgraves
Bad Bunny,Maren Morris
Bad Bunny,Sam Smith
Bad Bunny,Ellie Goulding
Bad Bunny,Rita Ora
J Balvin,Shakira
J Balvin,Daddy Yankee
J Balvin,Ozuna
J Balvin,Maluma
J Balvin,Karol G
J Balvin,Luis Fonsi
J Balvin,Nicky Jam
J Balvin,BTS
J Balvin,BLACKPINK
J Balvin,Stray Kids
J Balvin,Kacey Musgraves
J Balvin,Maren Morris
J Balvin,Sam Smith
J Balvin,Ellie Goulding
J Balvin,Rita Ora
Shakira,Daddy Yankee
Shakira,Ozuna
Shakira,Maluma
Shakira,Karol G
Shakira,Luis Fonsi
Shakira,Nicky Jam
Shakira,BTS
Shakira,BLACKPINK
Shakira,Stray Kids
Shakira,Kacey Musgraves
Shakira,Maren Morris
Shakira,Sam Smith
Shakira,Ellie Goulding
Shakira,Rita Ora
Daddy Yankee,Ozuna
Daddy Yankee,Maluma
Daddy Yankee,Karol G
Daddy Yankee,Luis Fonsi
Daddy Yankee,Nicky Jam
Daddy Yankee,BTS
Daddy Yankee,BLACKPINK
Daddy Yankee,Stray Kids
Daddy Yankee,Kacey Musgraves
Daddy Yankee,Maren Morris
Daddy Yankee,Sam Smith
Daddy Yankee,Ellie Goulding
Daddy Yankee,Rita Ora
Ozuna,Maluma
Ozuna,Karol G
Ozuna,Luis Fonsi
Ozuna,Nicky Jam
Ozuna,BTS
Ozuna,BLACKPINK
Ozuna,Stray Kids
Ozuna,Kacey Musgraves
Ozuna,Maren Morris
Ozuna,Sam Smith
Ozuna,Ellie Goulding
Ozuna,Rita Ora
Maluma,Karol G
Maluma,Luis Fonsi
Maluma,Nicky Jam
Maluma,BTS
Maluma,BLACKPINK
Maluma,Stray Kids
Maluma,Kacey Musgraves
Maluma,Maren Morris
Maluma,Sam Smith
Maluma,Ellie Goulding
Maluma,Rita Ora
Karol G,Luis Fonsi
Karol G,Nicky Jam
Karol G,BTS
Karol G,BLACKPINK
Karol G,Stray Kids
Karol G,Kacey Musgraves
Karol G,Maren Morris
Karol G,Sam Smith
Karol G,Ellie Goulding
Karol G,Rita Ora
Luis Fonsi,Nicky Jam
Luis Fonsi,BTS
Luis Fonsi,BLACKPINK
Luis Fonsi,Stray Kids
Luis Fonsi,Kacey Musgraves
Luis Fonsi,Maren Morris
Luis Fonsi,Sam Smith
Luis Fonsi,Ellie Goulding
Luis Fonsi,Rita Ora
Nicky Jam,BTS
Nicky Jam,BLACKPINK
Nicky Jam,Stray Kids
Nicky Jam,Kacey Musgraves
Nicky Jam,Maren Morris
Nicky Jam,Sam Smith
Nicky Jam,Ellie Goulding
Nicky Jam,Rita Ora
BTS,BLACKPINK
BTS,Stray Kids
BTS,Kacey Musgraves
BTS,Maren Morris
BTS,Sam Smith
BTS,Ellie Goulding
BTS,Rita Ora
BLACKPINK,Stray Kids
BLACKPINK,Kacey Musgraves
BLACKPINK,Maren Morris
BLACKPINK,Sam Smith
BLACKPINK,Ellie Goulding
BLACKPINK,Rita Ora
Stray Kids,Kacey Musgraves
Stray Kids,Maren Morris
Stray Kids,Sam Smith
Stray Kids,Ellie Goulding
Stray Kids,Rita Ora
Kacey Musgraves,Maren Morris
Kacey Musgraves,Sam Smith
Kacey Musgraves,Ellie Goulding
Kacey Musgraves,Rita Ora
Maren Morris,Sam Smith
Maren Morris,Ellie Goulding
Maren Morris,Rita Ora
Sam Smith,Ellie Goulding
Sam Smith,Rita Ora
Ellie Goulding,Rita Ora
